bf-109g-10;200000SL;63000;268.04236686390533;8678;2.27;1.72;4;14;germany;fighter;air
bf-109g-2;140000SL;33000;46.086438356164386;3331;1.62;1.48;3;10;germany;fighter;air
bf-109g-6_finland;4880GE;63000;108.27;4177;4.61;1.72;4;11;sweden;fighter;air
bf-109k-4;240000SL;82000;378.42776747224036;10046;2.43;1.84;4;14;germany;fighter;air
bf-110c-4;22000SL;9200;2.262132701421801;809;0.68;1.18;2;5;germany;assault;air
bf-110c-6;summer_2019LT;11000;2.34;565;1.71;1.24;2;6;germany;assault;air
bf-110f-2;38000SL;11000;4.427448107448107;1048;0.84;1.24;2;6;germany;assault;air
bf-110g-2;77000SL;18000;13.028901734104048;1610;1.07;1.36;3;8;germany;assault;air
bf_110g_4_hungary;1450GE;26000;37.11;3777;3.84;1.42;3;8;italy;assault;air
bf_110g_4;110000SL;26000;20.764606741573033;1840;1.21;1.42;3;8;germany;assault;air
blenheim_mkiv;2100SL;4000;0.5343037974683544;402;0.45;1.0;1;1;britain;bomber;air
hp52_hampden_mk1_late;2100SL;4000;0.5666037735849057;429;0.43;1.0;1;2;britain;bomber;air
hp52_hampden_tbmk1;6300SL;5900;0.742857142857143;624;0.62;1.06;1;2;britain;bomber;air
d_520;1000GL;11000;15.71;2764;2.86;1.24;2;6;britain;fighter;air
d_521;msi_notebookLT;11000;5.706818181818182;1674;0.99;1.24;2;6;britain;fighter;air
fw-190a-5;150000SL;40000;91.70376237623762;4352;1.78;1.54;3;11;germany;fighter;air
fw-190c;winter_2019LT;63000;108.27;4413;4.59;1.72;4;12;germany;fighter;air
fw-190a-5_u2;110000SL;26000;33.41961301671064;2857;1.47;1.42;3;9;germany;fighter;air
fw_190a_5_u14;1600GE;33000;15.71;1610;3.29;1.48;3;9;germany;fighter;air
fw-190a-5_cannons;140000SL;33000;46.7369293985805;3441;1.61;1.48;3;11;germany;fighter;air
fw-190d-12;200000SL;63000;253.9946630727763;8551;2.29;1.72;4;12;germany;fighter;air
fw-190f-8;180000SL;54000;160.972372214941;4860;1.66;1.66;4;12;germany;assault;air
he-177a-5;210000SL;71000;149.4683076923077;11566;2.11;1.78;4;15;germany;bomber;air
he-111h-16_winter;55000SL;14000;12.800704225352113;2190;1.42;1.3;2;6;germany;bomber;air
he-111h-2;6300SL;5900;0.8505466237942123;778;0.56;1.06;1;4;germany;bomber;air
he-111h-6;38000SL;11000;6.925946684894053;1829;1.26;1.24;2;5;germany;bomber;air
he-162a-2;270000SL;95000;182.04889762868712;10902;2.54;1.9;5;15;germany;fighter;air
hurricanemkii;10000SL;7900;1.7254693877551017;919;0.59;1.12;2;4;britain;fighter;air
i-153_m62;2100SL;4000;0.5255555555555556;473;0.3;1.0;1;4;ussr;fighter;air
i-153p;950GE;11000;56.21;4805;3.81;1.24;2;5;ussr;fighter;air
i-16_type17_china;110000SL;26000;27.473014981273412;2708;1.51;1.42;3;7;china;fighter;air
i-16_type18;6300SL;5900;0.8506227106227108;683;0.43;1.06;1;4;ussr;fighter;air
i-16_type28;1350GE;9200;2.15;1207;1.68;1.18;2;7;ussr;fighter;air
il-10;180000SL;54000;139.2831526051309;4860;1.66;1.66;4;12;ussr;assault;air
il-2i;38000SL;11000;4.3846191051995165;1048;0.84;1.24;2;6;ussr;assault;air
il-2m;140000SL;33000;26.935714285714283;1908;1.43;1.48;3;7;ussr;assault;air
il-4;38000SL;11000;7.53054462934947;1797;1.19;1.24;2;6;ussr;bomber;air
db_3b;22000SL;9200;3.8275489282385835;1436;0.96;1.18;2;5;ussr;bomber;air
db_3a_china;22000SL;9200;3.8275489282385835;1436;0.96;1.18;2;5;china;bomber;air
hp52_hampden_tbmk1_ussr_utk1;1370GE;5900;0.42;318;1.24;1.06;1;2;ussr;bomber;air
ju-87b-2;2100SL;4000;0.49168316831683173;382;0.46;1.0;1;0;germany;bomber;air
ju-87d-3;10000SL;7900;1.7419672131147539;924;0.79;1.12;2;3;germany;bomber;air
ju-87d-3_italy;38000SL;11000;5.297063369397218;1632;1.35;1.24;2;3;italy;bomber;air
fokker_d21_serie3_finland;2100SL;4000;0.5256213017751479;423;0.32;1.0;1;2;sweden;fighter;air
b_239_finland;6300SL;5900;0.7409270216962526;683;0.43;1.06;1;4;sweden;fighter;air
hurricane_mk1_late_finland;22000SL;9200;3.4600769971126084;1257;0.76;1.18;2;4;sweden;fighter;air
bf-109g-2_finland;170000SL;46000;137.33326203208557;5688;1.98;1.6;4;10;sweden;fighter;air
bf-109g-6_erla_finland;180000SL;54000;195.0825567322239;7146;2.13;1.66;4;11;sweden;fighter;air
vampire_fb52_finland;310000SL;110000;231.2798729602453;13007;3.64;1.96;5;21;sweden;fighter;air
ju-88a-4_finland;22000SL;9200;3.6073236889692586;1395;0.9;1.18;2;6;sweden;bomber;air
hunter_f50_sweden;590000SL;220000;343.13514113836186;12656;3.8;2.2;6;24;sweden;fighter;air
hunter_f58_switzerland;790000SL;480000;977.5007288338659;14665;3.8;2.26;6;26;germany;fighter;air
mig-21_bis_lazur;9450GL;390000;283.77;5933;6.24;2.38;7;30;germany;fighter;air
mig_21_bis_finland;1060000SL;390000;726.7603398596232;11702;3.12;2.38;7;30;sweden;fighter;air
saab_b18a;10000SL;7900;1.7580363636363634;1051;0.74;1.12;2;5;sweden;bomber;air
saab_b18b;77000SL;18000;21.325517578124998;2609;1.51;1.36;3;9;sweden;bomber;air
bf-109g-6;170000SL;46000;146.4270352453352;5866;1.96;1.6;4;11;germany;fighter;air
saab_t18b_1;170000SL;46000;140.01650190114069;6117;2.39;1.6;4;10;sweden;bomber;air
saab_t18b_2;180000SL;54000;195.08248783126015;7496;2.61;1.66;4;10;sweden;bomber;air
ju-88a-4;22000SL;9200;3.6073236889692586;1395;0.9;1.18;2;6;germany;bomber;air
ju-88c-6;10000SL;7900;1.3173082287308229;917;0.58;1.12;2;5;germany;fighter;air
breda_88;6300SL;5900;0.6944516129032258;414;0.46;1.06;1;2;italy;assault;air
ro_57_quadriarma;winter_2021LT;11000;29.21;3185;3.52;1.24;2;5;italy;assault;air
fc_20_bis;10000SL;7900;1.158904109589041;564;0.6;1.12;2;3;italy;assault;air
sm_91;150000SL;40000;56.76047687861271;2645;1.5;1.54;3;8;italy;assault;air
sm_92;200000SL;63000;186.50939114391147;5602;1.85;1.72;4;9;italy;assault;air
ba_65_k14_l;700SL;2900;0.48705882352941177;138;0.21;1.0;1;1;italy;assault;air
la-5fn;110000SL;26000;27.599152777777782;2751;1.48;1.42;3;8;ussr;fighter;air
la-7;170000SL;46000;138.03252117263844;5866;1.96;1.6;4;11;ussr;fighter;air
lagg-3-35;22000SL;9200;3.5842671984047856;1257;0.76;1.18;2;4;ussr;fighter;air
lagg-3-11;22000SL;9200;2.701360824742268;1236;0.79;1.18;2;3;ussr;fighter;air
lagg-3-23;550GL;5900;0.51;603;0.98;1.06;1;4;ussr;fighter;air
mc-202;10000SL;7900;1.3999712643678162;946;0.58;1.12;1;6;germany;fighter;air
mc-202_ec;55000SL;14000;10.58877487562189;2197;1.12;1.3;2;9;italy;fighter;air
mc-202_italy;22000SL;9200;2.8807445708376425;1314;0.75;1.18;2;6;italy;fighter;air
mc-202_d;winter_2022LT;7900;1.04;787;1.29;1.12;2;6;italy;fighter;air
me-163b;370000SL;130000;731.9496064005886;13326;3.76;2.02;5;21;germany;fighter;air
me-163b-0;420000SL;150000;748.2595380461954;12196;3.8;2.08;5;23;germany;fighter;air
me-262a-1a;270000SL;95000;707.8575592718036;11974;3.16;1.9;5;18;germany;fighter;air
me-262a-1a_early;310000SL;110000;388.31539572192514;9481;2.68;1.96;5;18;germany;assault;air
me-262a1_u1;370000SL;320000;448.6967004608295;9954;2.91;2.02;5;19;germany;assault;air
me-262a-2a;winter_2017LT;110000;365.46770012706486;8977;2.45;1.96;5;17;germany;assault;air
mosquito_fb_mk6;110000SL;26000;21.838109305760707;1840;1.21;1.42;3;8;britain;assault;air
mosquito_fb_mk26_china;150000SL;40000;60.52118644067796;2645;1.5;1.54;3;8;china;assault;air
brigand_b1;200000SL;63000;242.77258404415454;8048;2.74;1.72;4;9;britain;bomber;air
p-39n_su;1300GE;18000;60.410000000000004;5611;4.7;1.36;3;6;ussr;fighter;air
p-40e;10000SL;7900;1.7335068493150683;917;0.58;1.12;2;5;usa;fighter;air
p-40e_td;msi_notebookLT;7900;1.7335068493150683;917;0.58;1.12;2;5;usa;fighter;air
p-40c;winter_2018LT;9200;1.33;576;1.53;1.18;2;4;usa;fighter;air
p-40c_china;850GE;9200;1.5900000000000003;834;1.65;1.18;2;4;china;fighter;air
p-47d_22_re;110000SL;26000;28.59192805755396;2751;1.48;1.42;3;8;usa;fighter;air
p-47d_22_re_france;1600GE;33000;17.37;1635;3.31;1.48;3;8;france;fighter;air
p-47d_30_italy;210000SL;71000;309.20637871853546;9225;2.37;1.78;4;12;italy;fighter;air
thunderbolt_mk1;1600GE;33000;54.27;4396;4.43;1.48;3;8;britain;fighter;air
p-47d;140000SL;33000;47.9664;3331;1.62;1.48;3;10;usa;fighter;air
p-51b;1850GE;40000;54.27;3740;4.5;1.54;3;7;britain;fighter;air
p-51b_7_sweden;battlepass_season11LT;18000;46.91;3970;3.77;1.36;3;8;sweden;fighter;air
p-51c-10-nt;77000SL;18000;21.027605633802818;2408;1.31;1.36;3;8;usa;fighter;air
p-51c-10_france;battlepass_season7LT;18000;16.26;2195;3.05;1.36;3;8;france;fighter;air
p-51c-11-nt_japan;1600GE;33000;17.37;1635;3.31;1.48;3;8;japan;fighter;air
p-51d-5;170000SL;46000;137.70144772117965;5688;1.98;1.6;4;10;usa;fighter;air
po-2;700SL;2900;0.42763636363636365;196;0.3;1.0;1;0;ussr;bomber;air
po-2m;craft_2022_autumnLT;4000;2.24;1411;2.01;1.0;1;0;ussr;bomber;air
po-2_nw;700SL;2900;0.4328834355828221;196;0.3;1.0;1;0;ussr;fighter;air
po_2op_event;700SL;2900;0.36;196;0.3;1.0;1;0;ussr;fighter;air
spitfire_ix;180000SL;54000;206.84332653061225;7491;2.09;1.66;4;14;britain;fighter;air
spitfire_mk9c_4cannons;1750GL;40000;81.27;4822;4.5;1.54;3;11;britain;fighter;air
spitfire_ix_early;150000SL;40000;91.71234501347709;4232;1.8;1.54;3;10;britain;fighter;air
spitfire_xvi;170000SL;46000;160.95667924528303;6076;1.95;1.6;4;12;britain;fighter;air
spitfiremkii;38000SL;11000;7.022140274765004;1753;0.95;1.24;2;8;britain;fighter;air
spitfiremkiia;22000SL;9200;3.5756803044719314;1314;0.75;1.18;2;6;britain;fighter;air
spitfiremkiia_ep;1150GE;14000;30.87;2987;3.24;1.3;2;6;britain;fighter;air
ta-152h-1;210000SL;71000;323.09958821154623;9514;2.38;1.78;4;15;germany;fighter;air
yak-1b;22000SL;9200;3.5824976167778835;1314;0.75;1.18;2;6;ussr;fighter;air
yak-3;140000SL;33000;45.56627539503386;3331;1.62;1.48;3;10;ussr;fighter;air
yak-7b;38000SL;11000;5.266153846153846;1630;0.99;1.24;2;5;ussr;fighter;air
yak-9t;77000SL;18000;21.273571793561572;2487;1.3;1.36;3;9;ussr;fighter;air
whirlwind_mk1;170000SL;46000;145.8323298760435;5320;2.02;1.6;4;8;britain;fighter;air
whirlwind_p9;chronicles_2018LT;40000;67.76999999999998;3957;4.5;1.54;3;8;britain;fighter;air
ms_405c1;2100SL;4000;0.5713513513513513;453;0.31;1.0;1;3;france;fighter;air
ms_406c1;6300SL;5900;0.7467479674796749;668;0.44;1.06;1;3;france;fighter;air
h-75a-1_france;700SL;2900;0.44896551724137923;217;0.21;1.0;1;2;france;fighter;air
h-75a-4_france;2100SL;4000;0.5255555555555556;473;0.3;1.0;1;4;france;fighter;air
h-75a-2_finland;550GL;5900;0.78;849;1.08;1.06;1;5;germany;fighter;air
sb2u-3;2100SL;4000;0.5328343949044586;429;0.43;1.0;1;2;usa;bomber;air
sb2u-2;700SL;2900;0.4866206896551724;196;0.3;1.0;1;0;usa;bomber;air
v_156_f;700SL;2900;0.4866206896551724;196;0.3;1.0;1;0;france;bomber;air
v_156_b1;700SL;2900;0.4866206896551724;196;0.3;1.0;1;0;britain;bomber;air
yak-9t_france;1700GL;18000;16.26;2300;3.0;1.36;3;9;france;fighter;air
yak-9k;110000SL;26000;33.9723737147966;2857;1.47;1.42;3;9;ussr;fighter;air
ki_32;700SL;2900;0.4529801324503311;190;0.29;1.0;1;1;japan;bomber;air
iar_81c;1000GE;11000;2.6;788;1.98;1.24;2;5;italy;fighter;air
a5m4;700SL;2900;0.44944099378881985;201;0.22;1.0;1;1;japan;fighter;air
a6m2_n_zero;10000SL;7900;1.749268965517241;919;0.59;1.12;2;4;japan;fighter;air
n1k1_kyuofu;22000SL;9200;3.6276690211907163;1257;0.76;1.18;2;4;japan;fighter;air
a6m2_zero;55000SL;14000;12.625101311084626;2127;1.13;1.3;2;8;japan;fighter;air
a6m2_mod11;38000SL;11000;7.022140274765004;1753;0.95;1.24;2;8;japan;fighter;air
a6m3_zero;77000SL;18000;21.219357798165138;2487;1.3;1.36;3;9;japan;fighter;air
a6m3_mod22_zero;110000SL;26000;33.7181460428509;2899;1.45;1.42;3;10;japan;fighter;air
a6m5_zero;140000SL;33000;46.07420600858369;3543;1.6;1.48;3;12;japan;fighter;air
b-17e;140000SL;33000;49.07439704400404;4018;2.03;1.48;3;11;usa;bomber;air
b-17e_late;150000SL;40000;121.9503890160183;5308;2.18;1.54;3;12;usa;bomber;air
b_24d;200000SL;63000;367.8629076923077;10613;2.13;1.72;4;14;usa;bomber;air
pb4y-2;150000SL;40000;122.92815849631698;5356;1.82;1.54;3;13;usa;bomber;air
pb4y-2_china;150000SL;40000;122.92815849631698;5356;1.82;1.54;3;13;china;bomber;air
b5n2;700SL;2900;0.44999999999999996;190;0.29;1.0;1;1;japan;bomber;air
b6n1;10000SL;7900;1.2989708141321044;821;0.84;1.12;2;2;japan;bomber;air
b6n2;22000SL;9200;3.5775087719298244;1426;0.99;1.18;2;4;japan;bomber;air
b6n2a;38000SL;11000;7.024549895324494;1817;1.3;1.24;2;4;japan;bomber;air
beaufighter_mk21;150000SL;40000;61.436261730969754;2645;1.5;1.54;3;8;britain;assault;air
beaufighter_mk1_40mm;battlepass_season5LT;9200;11.05;2278;2.81;1.18;2;4;britain;assault;air
beaufighter_mk6c;22000SL;9200;2.405236541598695;833;0.64;1.18;2;6;britain;assault;air
beaufighter_mkx;55000SL;14000;7.780466595970307;1294;1.01;1.3;2;6;britain;assault;air
hudson_mk_v;700GE;7900;1.04;735;1.75;1.12;2;3;britain;bomber;air
a_29_hudson;6300SL;5900;0.7544731610337974;690;0.58;1.06;1;3;china;bomber;air
br_20_dr;2100SL;4000;0.5345367412140575;429;0.43;1.0;1;2;italy;bomber;air
br_20m_m1;6300SL;5900;0.7660714285714286;624;0.62;1.06;1;2;italy;bomber;air
beaufort_mkviii;6300SL;5900;0.7477124183006537;624;0.62;1.06;1;2;britain;bomber;air
boomerang_mki;1150GE;14000;44.37;4754;4.02;1.3;2;6;britain;fighter;air
boomerang_mkii;1320GE;14000;30.87;3191;3.33;1.3;2;6;britain;fighter;air
d3a1;2100SL;4000;0.5292789968652037;402;0.45;1.0;1;1;japan;bomber;air
f2a-3;6300SL;5900;0.7409270216962526;683;0.43;1.06;1;4;usa;fighter;air
f2a-1;2100SL;4000;0.5713513513513513;453;0.31;1.0;1;3;usa;fighter;air
f4f-3;10000SL;7900;1.3859004392386531;919;0.59;1.12;2;4;usa;fighter;air
f4f-4;22000SL;9200;2.854180327868853;1314;0.75;1.18;2;6;usa;fighter;air
f4f-4_martlet_mk4;summer_2018_good_oldLT;9200;1.33;573;1.51;1.18;2;5;britain;fighter;air
f4u-1a;38000SL;11000;5.278334618350039;1630;0.99;1.24;2;5;usa;fighter;air
f4u-1c;140000SL;33000;45.678992332968235;3441;1.61;1.48;3;11;usa;fighter;air
