f-5a;F-5A;craft_2021_autumnLT;260000;926.5663133778263;13566;3.42;2.32;7;28;29;usa;fighter;air
f-5a_china;F-5A (China);830000SL;300000;389.6977632439503;12398;3.22;2.38;7;31;29;china;fighter;air
f-5ag_norway;◢F-5A(G);2025_02_airLT;300000;389.6522771362587;11702;3.12;2.38;7;30;30;sweden;fighter;air
f-5e_aidc;F-5E (China);950000SL;175000;422.590884086444;12638;3.3;2.44;7;31;30;china;fighter;air
f-5e_fcu_thailand;F-5E FCU (Japan);1000000SL;550000;422.5569869650479;11957;3.16;2.44;7;32;31;japan;fighter;air
f-5a_thailand;F-5A (Japan);830000SL;300000;389.6977632439503;12398;3.22;2.38;7;28;29;japan;fighter;air
f-5t_thailand;F-5T SCU (Japan);950000SL;350000;414.0084222423146;11957;3.16;2.44;7;32;31;japan;fighter;air
f-5c;F-5C;9270GL;260000;283.77;6698;6.84;2.32;7;28;29;usa;fighter;air
f-5e;F-5E;830000SL;300000;397.76226969292395;12398;3.22;2.38;7;31;30;usa;fighter;air
f-5e_switzerland;F-5E (Germany);830000SL;300000;389.6522771362587;11702;3.12;2.38;7;31;30;germany;fighter;air
nf_5a_netherlands;◘NF-5A;9270GL;260000;270.27;6206;6.28;2.32;7;28;29;france;fighter;air
f_20a;F-20A;9800GL;400000;324.27;6411;6.32;2.5;8;34;34;usa;fighter;air
f-104a;F-104A;450000SL;160000;837.373566792599;13673;3.8;2.14;6;26;25;usa;fighter;air
f-104c;F-104C;520000SL;94000;861.2148919887629;13673;3.8;2.2;6;26;25;usa;fighter;air
f-104g;F-104G (Germany);710000SL;260000;365.3481027009003;12158;3.14;2.32;7;29;30;germany;fighter;air
f-104a_china;F-104A (China);620000SL;220000;885.0562171849268;13673;3.8;2.26;6;26;25;china;fighter;air
f-104g_china;F-104G (China);710000SL;260000;365.3481027009003;12158;3.14;2.32;7;29;29;china;fighter;air
f-104g_italy;F-104G (Italy);620000SL;220000;341.021600363719;11889;3.05;2.26;6;29;30;italy;fighter;air
f-104j;F-104J;520000SL;190000;310.41041955656624;11649;2.97;2.2;6;28;28;japan;fighter;air
f-104s;F-104S;830000SL;300000;389.6522771362587;11702;3.12;2.38;7;30;31;italy;fighter;air
f-104s_cb;F-104S TAF (Italy);9270GE;260000;270.27;5812;6.08;2.32;7;30;31;italy;fighter;air
f-104s_asa;F-104S.ASA;950000SL;350000;414.0084222423146;11957;3.16;2.44;7;33;33;italy;fighter;air
f-104g_belgium;F-104G (France);830000SL;300000;389.6977632439503;12398;3.22;2.38;7;29;30;france;fighter;air
lightning_f6;Lightning F.6;450000SL;160000;316.8012722210324;13673;3.8;2.14;6;25;25;britain;fighter;air
lightning_f53;Lightning F.53;9090GE;220000;243.27;5378;7.6;2.26;6;25;25;britain;fighter;air
jaguar_gr1;Jaguar GR.1;520000SL;190000;339.6537471051413;12516;3.05;2.2;6;26;26;britain;assault;air
f-4e;F-4E Phantom II;950000SL;350000;413.98312691044947;11936;3.2;2.44;7;31;31;usa;fighter;air
f-4j;F-4J Phantom II;950000SL;350000;414.0084222423146;11957;3.16;2.44;7;32;33;usa;fighter;air
f-4s;F-4S Phantom II;9450GL;300000;283.77;5979;6.16;2.38;7;32;33;usa;fighter;air
f-4ej;F-4EJ Phantom II;830000SL;300000;389.6522771362587;11702;3.12;2.38;7;31;30;japan;fighter;air
f-4ej_adtw;F-4EJ ADTW;9270GL;260000;270.27;5812;6.08;2.32;7;31;30;japan;fighter;air
f-4ej_kai;F-4EJ Kai Phantom II;1080000SL;400000;438.31857455181466;12362;3.16;2.5;8;33;34;japan;fighter;air
f-4m_fgr2;Phantom FGR.2;950000SL;350000;414.0084222423146;11957;3.16;2.44;7;32;33;britain;fighter;air
f-4jk;F-4J(UK) Phantom II;9450GL;300000;283.77;5979;6.16;2.38;7;32;33;britain;fighter;air
f-4k;Phantom FG.1;950000SL;350000;414.0084222423146;11957;3.16;2.44;7;32;33;britain;fighter;air
f-4f;F-4F Early (Germany);craft_2021_springLT;260000;926.5663133778263;13566;3.42;2.32;7;29;29;germany;fighter;air
f-4f_late;F-4F (Germany);830000SL;300000;389.6977632439503;12398;3.22;2.38;7;31;30;germany;fighter;air
f-4f_kws_lv;F-4F KWS LV (Germany);1100000SL;410000;1022.4145991962774;12779;3.19;2.56;8;36;36;germany;fighter;air
f_14a_early;F-14A Early;1100000SL;410000;498.3346704067322;12454;3.19;2.56;8;34;35;usa;fighter;air
f_14a_iriaf;F-14A IRIAF (USA);2024_08_airLT;400000;472.13475327059905;12684;3.16;2.5;8;35;36;usa;fighter;air
f_14b;F-14B;1100000SL;200000;498.3504317120401;12779;3.19;2.56;8;35;36;usa;fighter;air
f_15a;F-15A;1100000SL;410000;515.617965822039;12779;3.19;2.56;8;36;36;usa;fighter;air
f_15a_iaf;Baz;1100000SL;410000;515.617965822039;12779;3.19;2.56;8;36;36;israel;fighter;air
f_15j;F-15J;1100000SL;410000;515.617965822039;12779;3.19;2.56;8;36;36;japan;fighter;air
f_15j_kai;F-15J(M);1120000SL;420000;542.7164442359564;12842;3.21;2.62;8;38;38;japan;fighter;air
f_15c_msip2;F-15C MSIP II;1120000SL;420000;542.7164442359564;12842;3.21;2.62;8;38;38;usa;fighter;air
f_15c_baz_msip;Baz Meshupar;1120000SL;420000;542.7164442359564;12842;3.21;2.62;8;38;38;israel;fighter;air
f_15e;F-15E;1120000SL;420000;542.7098181818182;12756;2.91;2.62;8;39;39;usa;assault;air
f_15i_raam;F-15I Ra’am;1120000SL;420000;542.7098181818182;12756;2.91;2.62;8;39;39;israel;assault;air
fa_18a;F/A-18A;1080000SL;400000;488.5041842792686;12684;3.16;2.5;8;34;34;usa;fighter;air
fa_18c_early;F/A-18C Early;9800GL;400000;324.27;6411;6.32;2.5;8;35;35;usa;fighter;air
fa_18c_late;F/A-18C Late;1120000SL;420000;542.7164442359564;12842;3.21;2.62;8;39;39;usa;fighter;air
fa_18c_finland;F-18C (Sweden);1100000SL;410000;515.617965822039;12779;3.19;2.56;8;39;39;sweden;fighter;air
fa_18c_mlu_2_finland;F/A-18C MLU 2 (Sweden);1120000SL;420000;542.7164442359564;12842;3.21;2.62;8;39;39;sweden;fighter;air
fa_18c_switzerland;F/A-18C (Germany);9980GL;410000;337.77;6463;6.38;2.56;8;35;35;germany;fighter;air
fa_18c_late_switzerland;F/A-18C Late (Germany);1120000SL;420000;542.7164442359564;12842;3.21;2.62;8;39;39;germany;fighter;air
f_16a_block_10;F-16A;1080000SL;400000;452.406228282384;12684;3.16;2.5;8;34;34;usa;fighter;air
f_16a_block_15_adf;F-16A ADF;1100000SL;200000;477.51783889980356;12779;3.19;2.56;8;35;35;usa;fighter;air
f_16a_block_15_adf_italy;F-16A ADF (Italy);1080000SL;400000;452.406228282384;12684;3.16;2.5;8;35;35;italy;fighter;air
f_16a_block_15_ocu_thailand;F-16A OCU (Japan);1080000SL;400000;452.406228282384;12684;3.16;2.5;8;38;38;japan;fighter;air
f_16a_block_10_iaf;Netz;1080000SL;400000;452.406228282384;12684;3.16;2.5;8;35;35;israel;fighter;air
f_16a_block_10_netz_mod;Netz (Mod);9800GL;400000;324.27;6411;6.32;2.5;8;35;35;israel;fighter;air
f_16a_block_15_belgium;F-16A (France);1080000SL;400000;452.406228282384;12684;3.16;2.5;8;36;36;france;fighter;air
f_16am_block_15_mlu_belgium;F-16AM (France);1100000SL;410000;477.51783889980356;12779;3.19;2.56;8;38;38;france;fighter;air
f_16d_block_40_barak_2;F-16D Barak II;1080000SL;400000;452.406228282384;12684;3.16;2.5;8;38;37;israel;fighter;air
f_16d_block_40_barak_2_missile_test;F-16D Barak II;1080000SL;400000;452.406228282384;12684;3.16;2.5;8;34;35;israel;fighter;air
f_16c_block_40_barak_2;F-16C Barak II;1100000SL;410000;477.51783889980356;12779;3.19;2.56;8;38;38;israel;fighter;air
f_16a_block_20_mlu;F-16A MLU (China);1080000SL;400000;452.406228282384;12684;3.16;2.5;8;35;35;china;fighter;air
j_10a;J-10A;1100000SL;410000;515.617965822039;12779;3.19;2.56;8;38;38;china;fighter;air
f_16aj;F-16AJ;1080000SL;400000;452.406228282384;12684;3.16;2.5;8;35;35;japan;fighter;air
f_2a;F-2A;1100000SL;410000;477.51783889980356;12779;3.19;2.56;8;38;38;japan;fighter;air
f_2a_adtw;F-2A ADTW;9980GL;410000;337.77;6463;6.38;2.56;8;36;36;japan;fighter;air
f_16c_block_50;F-16C;1100000SL;410000;477.51783889980356;12779;3.19;2.56;8;38;38;usa;fighter;air
f_16c_block_50_missile_test;F-16C;1100000SL;410000;477.51783889980356;12779;3.19;2.56;8;35;35;usa;fighter;air
fiat_g91_r3;G.91 R/3 (Germany);380000SL;135000;832.108239047214;12777;3.8;2.08;6;24;23;germany;fighter;air
ju-388j;Ju 388 J;craft_2019_springLT;63000;121.77000000000001;5183;5.1;1.72;4;11;10;germany;fighter;air
i_180;I-180S;craft_2019_springLT;11000;5.819999999999999;1745;2.41;1.24;2;6;6;ussr;fighter;air
fj_4b;FJ-4B;450000SL;81000;292.36145833333336;11675;3.31;2.14;6;24;23;usa;assault;air
f11f_1_late;F11F-1;summer_2020LT;260000;924.769028400598;12656;3.8;2.32;6;24;24;usa;fighter;air
f3h-2;F3H-2;450000SL;160000;847.1629941176471;13673;3.8;2.14;6;25;24;usa;fighter;air
av_8a;AV-8A;8910GE;190000;256.77;6317;6.1;2.2;6;25;26;usa;assault;air
av_8c;AV-8C;620000SL;220000;369.5085340674467;12765;3.13;2.26;6;26;26;usa;assault;air
av_8b_na;AV-8B (NA);9620GL;350000;283.77;5627;6.81;2.44;7;31;31;usa;assault;air
av_8b_plus;AV-8B Plus;1100000SL;410000;1022.2022537011395;12688;2.89;2.56;8;36;36;usa;assault;air
av_8b_plus_italy;AV-8B Plus (Italy);1100000SL;410000;462.656154826747;11661;3.16;2.56;8;36;36;italy;assault;air
av_8s_thailand;AV-8S (Japan);9270GL;260000;283.77;6567;6.44;2.32;6;26;26;japan;assault;air
av_8s_late_thailand;AV-8S Late (Japan);830000SL;300000;712.1042211562738;11599;3.18;2.38;7;31;30;japan;assault;air
a_6e_tram;A-6E TRAM;9270GL;260000;283.77;6439;6.23;2.32;7;28;29;usa;assault;air
a_7d;A-7D;830000SL;300000;397.7520183086312;12657;3.17;2.38;7;30;28;usa;assault;air
a_7e;A-7E;950000SL;175000;422.5760079443893;12501;3.2;2.44;7;30;29;usa;assault;air
a_7e_thailand;A-7E (Japan);710000SL;260000;372.9295670103093;12042;3.05;2.32;7;30;29;japan;assault;air
a_7k;A-7K;craft_2023_springLT;350000;418.5067991220978;11826;3.26;2.44;7;32;31;usa;assault;air
f8u-2;F8U-2;620000SL;220000;1013.7940154241644;14780;3.67;2.26;6;26;28;usa;fighter;air
f-8e;F-8E;710000SL;260000;406.57396740937816;13566;3.42;2.32;7;28;29;usa;fighter;air
f-8e_fn;F-8E(FN) (France);710000SL;260000;918.1212847838957;13566;3.42;2.32;7;27;27;france;fighter;air
a_4b;A-4B;380000SL;135000;268.0508863152919;11435;3.22;2.08;6;24;23;usa;assault;air
a_4e_early;A-4E Early;450000SL;400000;292.36145833333336;11675;3.31;2.14;6;24;23;usa;assault;air
a_4e_early_iaf;A-4E Early (M) (Israel);520000SL;94000;318.4303033067275;11916;3.4;2.2;6;24;23;israel;assault;air
f-4e_iaf;Kurnass;950000SL;350000;413.98312691044947;11936;3.2;2.44;7;31;31;israel;fighter;air
f-4e_kurnass_2000;Kurnass 2000;1080000SL;400000;438.3262912272829;12046;3.19;2.5;8;33;34;israel;fighter;air
b_48_firecrest;Firecrest;32000SL;155000;7.125030549898167;1234;1.16;1.3;2;5;4;britain;assault;air
dh_110_sea_vixen;Sea Vixen F.A.W. Mk.2;8560GE;120000;202.77;5919;7.6;2.08;5;21;24;britain;fighter;air
sea_hawk_fga6;Sea Hawk FGA.6;300000SL;105000;236.32682632050134;13007;3.64;1.96;5;21;21;britain;fighter;air
sea_hawk_fga50_netherlands;◘Sea Hawk Mk.50;8560GE;135000;229.77;6517;7.6;2.08;5;21;21;france;fighter;air
sea_hawk_mk100;Sea Hawk Mk.100 (Germany);8560GE;135000;229.77;6517;7.6;2.08;5;21;21;germany;fighter;air
ju-288c;Ju 288 C;4880GE;63000;162.27;7127;4.5;1.72;4;15;15;germany;bomber;air
ju-188a-2;Ju 188 A-2;185000SL;54000;254.95681726618707;8933;2.17;1.66;4;13;13;germany;bomber;air
mb_175t;M.B.175T;32000SL;14000;12.68678376741369;2103;1.33;1.3;2;6;7;france;bomber;air
fj_4b_agm_12b;FJ-4B VMF-232;summer_2018_good_oldLT;260000;365.361663048198;12449;3.6;2.32;6;24;23;usa;assault;air
f4u-6_au-1;AU-1;craft_2020_springLT;63000;81.27;2653;3.68;1.72;4;14;14;usa;assault;air
f4u-7;F4U-7;185000SL;54000;214.18416968442835;7650;2.13;1.66;4;15;15;france;fighter;air
leo_451_late;LeO 451 late;22000SL;5600;7.599526717557251;1797;1.19;1.24;2;6;6;france;bomber;air
f-84g_france;F-84G-26-RE (France);270000SL;95000;361.8977040816327;9445;2.75;1.9;5;20;20;france;assault;air
bf-109z;Bf 109 Z-1;2980GE;46000;81.27;4691;4.5;1.6;4;11;11;germany;fighter;air
p-40f-5_france_ep;P-40F-5 Lafayette (France);850GE;9200;1.33;573;1.51;1.18;2;4;5;france;fighter;air
p-40f_10;P-40F-10;22000SL;5600;5.278334618350039;1630;0.99;1.24;2;4;5;usa;fighter;air
a-20g;A-20G-25;16000SL;9200;2.2544495412844037;833;0.64;1.18;2;5;5;usa;assault;air
arado-196a-3;Ar 196 A-3;summer_2020LT;4000;0.3;193;0.9;1.0;1;2;1;germany;bomber;air
arado-196a-5;Ar 196 A-5 (Sweden);400GE;4000;0.3;193;0.9;1.0;1;2;1;sweden;bomber;air
arado-234;Ar 234 B-2;240000SL;82000;674.6302427091327;12965;2.16;1.84;5;16;16;germany;bomber;air
b-17g;B-17G-60-VE;155000SL;46000;171.9198;7347;1.99;1.6;4;12;12;usa;bomber;air
p_108b_serie1;P.108B serie 1;47000SL;18000;18.142893835616437;2381;1.54;1.36;3;8;7;italy;bomber;air
re_2000_int;Re.2000 serie 1;2100SL;4000;0.565982905982906;473;0.3;1.0;1;3;4;italy;fighter;air
re_2000_ga;Re.2000 G.A.;6300SL;3000;0.7409270216962526;683;0.43;1.06;1;3;4;italy;fighter;air
re_2000_ga_ep;Re.2000 G.A. Red 5;850GE;9200;28.21;3460;2.87;1.18;2;3;4;italy;fighter;air
re_2001_serie1;Re.2001 serie 1;22000SL;11000;5.706818181818182;1674;0.99;1.24;2;6;6;italy;fighter;air
re_2001_serie1_ep;Re.2001 gruppo 22;850GE;9200;14.71;2671;2.37;1.18;2;6;6;italy;fighter;air
re_2001_cb;Re.2001 CB;32000SL;6900;10.529274783765802;2042;1.18;1.3;2;6;6;italy;fighter;air
re_2001_cn;Re.2001 CN;47000SL;18000;18.24189895470383;2353;1.33;1.36;3;10;7;italy;fighter;air
re_2005_serie0;Re.2005 serie 0;185000SL;27000;206.84332653061225;7491;2.09;1.66;4;14;15;italy;fighter;air
re_2002_early;Re.2002 Early;16000SL;9200;2.880908108108108;1257;0.76;1.18;2;4;4;italy;fighter;air
f-86k_late;F-86K (France);450000SL;160000;845.1452149968227;12656;3.8;2.14;6;24;24;france;fighter;air
f-86k_late_italy;F-86K (Italy);450000SL;160000;845.1452149968227;12656;3.8;2.14;6;24;24;italy;fighter;air
f-86k_late_german;F-86K (Germany);520000SL;190000;869.2723067146791;12656;3.8;2.2;6;24;24;germany;fighter;air
me_264;Me 264;47000SL;18000;29.61227253310551;3199;1.56;1.36;3;10;12;germany;bomber;air
p_108b_serie2;P.108B serie 2;76000SL;13000;29.43732125834128;2850;1.71;1.42;3;9;8;italy;bomber;air
bf-109e-1;Bf 109 E-1;10000SL;7900;1.7254693877551017;919;0.59;1.12;2;4;4;germany;fighter;air
bf-109e-3;Bf 109 E-3;16000SL;9200;3.6276690211907163;1257;0.76;1.18;2;5;4;germany;fighter;air
bf-109f-4;Bf 109 F-4;47000SL;18000;21.526566701137536;2487;1.3;1.36;3;10;9;germany;fighter;air
bf-109f-4_trop;Bf 109 F-4/trop;76000SL;13000;34.18632478632478;2857;1.47;1.42;3;10;9;germany;fighter;air
bf-109f-4_hungary;Bf 109 F-4 (Italy);battlepass_season10LT;33000;40.77;3022;3.84;1.48;3;10;9;italy;fighter;air
bf-109g-10;Bf 109 G-10;200000SL;31000;268.04236686390533;8678;2.27;1.72;4;14;14;germany;fighter;air
bf-109g-2;Bf 109 G-2/trop;155000SL;46000;137.33326203208557;5688;1.98;1.6;4;13;10;germany;fighter;air
bf-109g-6_finland;Bf 109 G-6 (Sweden);4880GE;63000;108.27;4177;4.61;1.72;4;13;11;sweden;fighter;air
bf-109k-4;Bf 109 K-4;210000SL;71000;307.55232968881415;9362;2.35;1.78;4;16;14;germany;fighter;air
bf-110c-4;Bf 110 C-7;22000SL;11000;4.426188679245283;1017;0.89;1.24;2;6;5;germany;assault;air
bf-110c-6;Bf 110 C-6;summer_2019LT;11000;2.34;565;1.71;1.24;2;6;6;germany;assault;air
bf-110f-2;Bf 110 F-2;32000SL;6900;8.196185770750988;1294;1.01;1.3;2;6;6;germany;assault;air
bf-110g-2;Bf 110 G-2;47000SL;18000;13.028901734104048;1610;1.07;1.36;3;8;8;germany;assault;air
bf_110g_4_hungary;Bf 110 G-4 (Italy);1450GE;26000;37.11;3777;3.84;1.42;3;8;8;italy;assault;air
bf_110g_4;Bf 110 G-4;76000SL;13000;20.764606741573033;1840;1.21;1.42;3;8;8;germany;assault;air
blenheim_mkiv;Blenheim Mk IV;2100SL;4000;0.5343037974683544;402;0.45;1.0;1;1;1;britain;bomber;air
hp52_hampden_mk1_late;Hampden Mk I;2100SL;4000;0.5666037735849057;429;0.43;1.0;1;2;2;britain;bomber;air
hp52_hampden_tbmk1;Hampden TB Mk I;6300SL;3000;0.742857142857143;624;0.62;1.06;1;2;2;britain;bomber;air
d_520;D.520 (Great Britain);1000GL;11000;15.71;2764;2.86;1.24;2;6;6;britain;fighter;air
d_521;D.521 (Great Britain);msi_notebookLT;11000;5.706818181818182;1674;0.99;1.24;2;7;6;britain;fighter;air
fw-190a-5;Fw 190 A-5/U12;185000SL;54000;205.78654842142603;7146;2.13;1.66;4;15;10;germany;fighter;air
fw-190c;Fw 190 C;winter_2019LT;63000;108.27;4413;4.59;1.72;4;13;12;germany;fighter;air
fw-190a-5_u2;Fw 190 A-5/U2;76000SL;13000;33.41961301671064;2857;1.47;1.42;3;10;9;germany;fighter;air
fw_190a_5_u14;Fw 190 A-5/U14;1600GE;33000;15.71;1610;3.29;1.48;3;10;9;germany;fighter;air
fw-190a-5_cannons;Fw 190 A-5;155000SL;46000;139.27251533742333;5866;1.96;1.6;4;13;10;germany;fighter;air
fw-190d-12;Fw 190 D-12;200000SL;31000;253.9946630727763;8551;2.29;1.72;4;15;12;germany;fighter;air
fw-190f-8;Fw 190 F-8;155000SL;46000;115.11892822966507;3994;1.53;1.6;4;13;12;germany;assault;air
he-177a-3;He 177 A-3;battlepass_season17LT;71000;148.77;5720;4.22;1.78;4;16;15;germany;bomber;air
he-177a-5;He 177 A-5;210000SL;71000;149.4683076923077;11566;2.11;1.78;4;16;15;germany;bomber;air
he-111h-16_winter;He 111 H-16;32000SL;6900;12.800704225352113;2190;1.42;1.3;2;7;6;germany;bomber;air
he-111h-2;He 111 H-3;6300SL;5900;0.8505466237942123;778;0.56;1.06;1;2;3;germany;bomber;air
he-111h-6;He 111 H-6;22000SL;11000;6.925946684894053;1829;1.26;1.24;2;5;5;germany;bomber;air
he-162a-2;He 162 A-2;270000SL;95000;182.04889762868712;10902;2.54;1.9;5;16;15;germany;fighter;air
hurricanemkii;Hurricane Mk IIB/Trop;10000SL;7900;1.7254693877551017;919;0.59;1.12;2;4;4;britain;fighter;air
i-153_m62;I-153 M-62;2100SL;2000;0.5255555555555556;473;0.3;1.0;1;3;4;ussr;fighter;air
i-153p;I-153P;950GE;11000;56.21;4805;3.81;1.24;2;6;5;ussr;fighter;air
i-16_type17_china;I-16 type 17 (China);16000SL;9200;3.6255831739961755;1326;0.73;1.18;2;7;7;china;fighter;air
i-16_type18;I-16 type 18;6300SL;3000;0.8506227106227108;683;0.43;1.06;1;4;4;ussr;fighter;air
i-16_type28;I-16 type 28;1350GE;9200;2.15;1207;1.68;1.18;2;7;7;ussr;fighter;air
il-10;IL-10;185000SL;54000;139.2831526051309;4860;1.66;1.66;4;12;12;ussr;assault;air
il-2i;IL-2 (1942);16000SL;9200;2.2441552511415526;833;0.64;1.18;2;6;6;ussr;assault;air
il-2m;IL-2M type 3;76000SL;13000;20.654424103737604;1685;1.28;1.42;3;7;7;ussr;assault;air
il_8_1944;IL-8 (1944);battlepass_season14LT;26000;10.5;926;2.42;1.42;3;8;8;ussr;assault;air
il-4;IL-4;16000SL;4600;3.8848101265822783;1395;0.9;1.18;2;6;5;ussr;bomber;air
db_3b;DB-3B;10000SL;7900;1.8476178343949043;1051;0.74;1.12;2;5;5;ussr;bomber;air
db_3a_china;DB-3A (China);10000SL;7900;1.8476178343949043;1051;0.74;1.12;2;5;5;china;bomber;air
hp52_hampden_tbmk1_ussr_utk1;Hampden TB Mk I (USSR);1370GE;5900;0.42;318;1.24;1.06;1;2;2;ussr;bomber;air
ju-87b-2;Ju 87 B-2;2100SL;4000;0.49168316831683173;382;0.46;1.0;1;1;0;germany;bomber;air
ju-87d-3;Ju 87 D-3;16000SL;9200;3.608647058823529;1287;1.03;1.18;2;4;3;germany;bomber;air
ju-87d-3_italy;Ju 87 D-3 (Italy);16000SL;9200;3.608647058823529;1287;1.03;1.18;2;4;3;italy;bomber;air
fokker_g1a;◗Fokker G.IA;10000SL;7900;1.2151079136690648;563;0.56;1.12;2;4;4;france;assault;air
fokker_d21_netherlands;◗Fokker D.XXI;2100SL;4000;0.5256213017751479;423;0.32;1.0;1;2;2;france;fighter;air
fokker_d21_serie3_finland;Fokker D.XXI-3 (Sweden);2100SL;4000;0.5256213017751479;423;0.32;1.0;1;2;2;sweden;fighter;air
b_239_finland;B-239 (Sweden);10000SL;7900;1.3859004392386531;919;0.59;1.12;2;5;5;sweden;fighter;air
hurricane_mk1_late_finland;Hurricane Mk I/L (Sweden);16000SL;9200;3.4600769971126084;1257;0.76;1.18;2;5;4;sweden;fighter;air
bf-109g-2_finland;Bf 109 G-2 (Sweden);155000SL;46000;137.33326203208557;5688;1.98;1.6;4;13;10;sweden;fighter;air
bf-109g-6_erla_finland;Bf 109 G-6 Erla (Sweden);185000SL;27000;195.0825567322239;7146;2.13;1.66;4;13;11;sweden;fighter;air
vampire_fb52_finland;Vampire FB 52A (Sweden);300000SL;53000;231.2798729602453;13007;3.64;1.96;5;20;21;sweden;fighter;air
ju-88a-4_finland;Ju 88 A-4 (Sweden);16000SL;9200;3.6073236889692586;1395;0.9;1.18;2;6;6;sweden;bomber;air
hunter_f50_sweden;J34;450000SL;160000;316.7806756131421;12656;3.8;2.14;6;25;24;sweden;fighter;air
hunter_f58_switzerland;Hunter F.58 (Germany);660000SL;480000;977.5007288338659;14665;3.8;2.26;6;25;27;germany;fighter;air
hunter_f58a_1971_switzerland;Hunter F.58A (1971) (Germany);520000SL;190000;343.15745127436287;13673;3.8;2.2;6;25;25;germany;fighter;air
ffa_p16;FFA P-16 (Germany);9090GE;220000;229.77;4398;7.6;2.26;6;24;24;germany;fighter;air
mig-21_bis_lazur;MiG-21 "Lazur-M" (Germany);9450GL;300000;283.77;5933;6.24;2.38;7;30;30;germany;fighter;air
mig-21_bison;MiG-21 Bison (Great Britain);9980GL;410000;337.77;6315;6.38;2.56;8;34;34;britain;fighter;air
mig_21_bis_finland;MiG-21bis (Sweden);830000SL;300000;726.7603398596232;11702;3.12;2.38;7;30;30;sweden;fighter;air
saab_b18a;B18A;10000SL;7900;1.8860598179453834;1051;0.74;1.12;2;3;5;sweden;bomber;air
saab_b18b;B18B;47000SL;18000;18.245233106338397;2609;1.51;1.36;3;8;9;sweden;bomber;air
bf-109g-6;Bf 109 G-6;185000SL;27000;195.0825567322239;7146;2.13;1.66;4;13;11;germany;fighter;air
saab_t18b_1;T18B;76000SL;26000;36.9038779956427;3184;1.76;1.42;3;8;10;sweden;bomber;air
saab_t18b_2;T18B (57);105000SL;17000;45.82628757108043;3584;1.97;1.48;3;8;10;sweden;bomber;air
ju-88a-4;Ju 88 A-4;22000SL;5600;6.9862315789473675;1797;1.19;1.24;2;6;6;germany;bomber;air
ju-88c-6;Ju 88 C-6;10000SL;7900;1.3173082287308229;917;0.58;1.12;2;5;4;germany;fighter;air
breda_88;Breda 88 (P.XI);2100SL;4000;0.5206310679611651;275;0.32;1.0;1;2;2;italy;assault;air
