ar_2;Ar-2;10000SL;7900;1.38;1021;0.76;1.12;1;4;country_ussr;exp_bomber
ariete;Ariete;8730GE;180000;243.27;6271;7.6;2.14;6;25;country_italy;exp_fighter
attaker_fb1;Attacker FB 1;270000SL;95000;144.36;11974;3.16;1.9;5;18;country_britain;exp_fighter
attaker_fb2;Attacker FB.2;8020GE;95000;175.77;6077;6.33;1.9;5;18;country_britain;exp_fighter
f4u-6_au-1;AU-1;4880GE;63000;81.27;2653;3.68;1.72;4;14;country_usa;exp_assault
av_8a;AV-8A;8910GE;220000;256.77;6317;6.1;2.2;6;26;country_usa;exp_assault
av_8c;AV-8C;740000SL;270000;252.36;12765;3.13;2.26;6;26;country_usa;exp_assault
avenger_mk1;Avenger Mk II (Great Britain);1000GE;11000;15.71;2654;4.27;1.24;2;2;country_britain;exp_bomber
a_4n;Ayit;740000SL;270000;252.36;12486;3.32;2.26;6;25;country_israel;exp_assault
br_20_dr;B.R.20DR;2100SL;4000;0.39;429;0.43;1.0;1;2;country_italy;exp_bomber
br_20m_m1;B.R.20M M1;6300SL;5900;0.55;624;0.62;1.06;1;2;country_italy;exp_bomber
b_10b;B-10B;400GE;4000;0.3;314;1.0;1.0;1;1;country_usa;exp_bomber
saab_b17a;B17A;10000SL;7900;1.03;821;0.84;1.12;2;2;country_sweden;exp_bomber
saab_b17b;B17B;2100SL;4000;0.42;402;0.45;1.0;1;1;country_sweden;exp_bomber
b-17e;B-17E;140000SL;33000;36.36;4018;2.03;1.48;3;11;country_usa;exp_bomber
b-17e_japan;B-17E (Japan);4900GE;54000;94.77;4277;5.39;1.66;4;11;country_japan;exp_bomber
b-17e_late;B-17E/L;150000SL;40000;90.36;5308;2.18;1.54;3;12;country_usa;exp_bomber
b-17g_iaf;B-17G (Israel);170000SL;46000;126.36;7347;1.99;1.6;4;13;country_israel;exp_bomber
b-17g;B-17G-60-VE;170000SL;46000;126.36;7347;1.99;1.6;4;13;country_usa;exp_bomber
saab_b18a;B18A;10000SL;7900;1.38;1051;0.74;1.12;2;5;country_sweden;exp_bomber
b_18a;B-18A;6300SL;5900;0.55;586;0.66;1.06;1;1;country_usa;exp_bomber
saab_b18b;B18B;77000SL;18000;16.74;2609;1.51;1.36;3;9;country_sweden;exp_bomber
b_239_finland;B-239 (Sweden);6300SL;5900;0.55;683;0.43;1.06;1;4;country_sweden;exp_fighter
b_24d;B-24D-25-CO;200000SL;63000;270.36;10613;2.13;1.72;4;14;country_usa;exp_bomber
b_25j_1;B-25J-1;55000SL;14000;9.96;2310;1.31;1.3;2;9;country_usa;exp_bomber
b_25j_20;B-25J-20;77000SL;18000;16.74;2784;1.55;1.36;3;10;country_usa;exp_bomber
b_25j_30_china;B-25J-30 (China);110000SL;26000;26.6;3184;1.76;1.42;3;10;country_china;exp_bomber
b_25j_30_vvs_ussr;B-25J-30 (USSR);1450GE;26000;19.95;2198;3.78;1.42;3;10;country_ussr;exp_bomber
b_26b_c;B-26B;110000SL;26000;31.48;3603;1.82;1.42;3;11;country_usa;exp_bomber
b_26c_france;B-26C;110000SL;26000;31.48;3603;1.82;1.42;3;11;country_france;exp_bomber
b-29;B-29A-BN;240000SL;82000;542.37;14004;3.02;1.84;4;19;country_usa;exp_bomber
b_34;B-34;22000SL;9200;2.12;1362;0.85;1.18;2;7;country_usa;exp_bomber
saab_b3c;B3C;2100SL;4000;0.42;402;0.45;1.0;1;1;country_sweden;exp_bomber
b-57;B-57A;270000SL;95000;560.37;14595;2.88;1.9;5;22;country_usa;exp_bomber
b-57b;B-57B;370000SL;130000;597.01;15296;3.07;2.02;5;22;country_usa;exp_bomber
b5n2;B5N2;700SL;2900;0.36;190;0.29;1.0;1;1;country_japan;exp_bomber
b6n1;B6N1 Model 11;10000SL;7900;1.03;821;0.84;1.12;2;2;country_japan;exp_bomber
b6n2;B6N2 Model 12;22000SL;9200;2.86;1426;0.99;1.18;2;4;country_japan;exp_bomber
b6n2a;B6N2a Model 12Ko;38000SL;11000;5.54;1817;1.3;1.24;2;4;country_japan;exp_bomber
b7a2;B7A2;110000SL;26000;26.6;2850;1.71;1.42;3;8;country_japan;exp_bomber
ba_65_k14_l;Ba.65 (K.14) L;700SL;2900;0.36;138;0.21;1.0;1;1;country_italy;exp_assault
bb-1;BB-1;700SL;2900;0.36;138;0.21;1.0;1;1;country_ussr;exp_assault
be_6;Be-6;3850GE;54000;94.77;4368;5.22;1.66;4;12;country_ussr;exp_bomber
beaufighter_mk1_40mm;Beaufighter Mk I (40-mm);850GE;9200;11.05;2278;2.81;1.18;2;4;country_britain;exp_assault
beaufighter_mk21;Beaufighter Mk 21;150000SL;40000;44.55;2645;1.5;1.54;3;8;country_britain;exp_assault
beaufighter_mk6c;Beaufighter Mk VIc;22000SL;9200;1.77;833;0.64;1.18;2;6;country_britain;exp_assault
beaufighter_mkx;Beaufighter Mk X;55000SL;14000;5.67;1294;1.01;1.3;2;6;country_britain;exp_assault
beaufort_mkviii;Beaufort Mk VIII;6300SL;5900;0.55;624;0.62;1.06;1;2;country_britain;exp_bomber
bf-109b_2;Bf 109 B-1;700SL;2900;0.36;201;0.22;1.0;1;1;country_germany;exp_fighter
bf-109e-1;Bf 109 E-1;6300SL;5900;0.68;683;0.43;1.06;1;4;country_germany;exp_fighter
bf-109e-3;Bf 109 E-3;10000SL;7900;1.38;919;0.59;1.12;2;4;country_germany;exp_fighter
bf-109e-4;Bf 109 E-4;22000SL;9200;2.86;1314;0.75;1.18;2;6;country_germany;exp_fighter
bf-109e-3_japan;Bf 109 E-7 (Japan);1000GE;11000;83.21;6433;4.48;1.24;2;6;country_japan;exp_fighter
bf-109e-7;Bf 109 E-7/U2;850GE;9200;1.33;700;1.5;1.18;2;6;country_germany;exp_fighter
bf-109z;Bf 109 Z-1;2980GE;46000;81.27;4691;4.5;1.6;4;11;country_germany;exp_fighter
bf-110f-2;Bf 110 F-2;38000SL;11000;3.46;1048;0.84;1.24;2;6;country_germany;exp_assault
bf-110g-2;Bf 110 G-2;77000SL;18000;9.8;1610;1.07;1.36;3;8;country_germany;exp_assault
bf_110g_4;Bf 110 G-4;110000SL;26000;16.07;1840;1.21;1.42;3;8;country_germany;exp_assault
bf_110g_4_hungary;Bf 110 G-4 (Italy);1450GE;26000;37.11;3777;3.84;1.42;3;8;country_italy;exp_assault
bf-109f-1;Bf 109 F-1;38000SL;11000;4.2;1630;0.99;1.24;2;5;country_germany;exp_fighter
bf-109f-2;Bf 109 F-2;55000SL;14000;7.75;2042;1.18;1.3;2;6;country_germany;exp_fighter
bf-109f-4;Bf 109 F-4;77000SL;18000;16.74;2487;1.3;1.36;3;9;country_germany;exp_fighter
bf-109f-4_hungary;Bf 109 F-4 (Italy);1600GE;33000;40.77;3022;3.84;1.48;3;9;country_italy;exp_fighter
bf-109f-4_usa;Bf 109 F-4 (USA);1450GE;26000;37.11;3456;3.73;1.42;3;9;country_usa;exp_fighter
bf-109f-4_trop;Bf 109 F-4/trop;110000SL;26000;26.6;2857;1.47;1.42;3;9;country_germany;exp_fighter
bf-109g-10;Bf 109 G-10;200000SL;63000;198.36;8678;2.27;1.72;4;14;country_germany;exp_fighter
bf-109g-14;Bf 109 G-14;180000SL;54000;144.36;7457;2.11;1.66;4;13;country_germany;exp_fighter
bf-109g-14as;Bf 109 G-14/AS (Italy);200000SL;63000;198.36;8602;2.28;1.72;4;13;country_italy;exp_fighter
bf-109g-2_romania;Bf 109 G-2;1450GE;26000;12.06;1441;2.91;1.42;3;10;country_germany;exp_fighter
bf-109g-2_hungary;Bf 109 G-2 (Italy);4640GE;54000;81.27;3441;4.31;1.66;4;10;country_italy;exp_fighter
bf-109g-2_finland;Bf 109 G-2 (Sweden);170000SL;46000;108.36;5688;1.98;1.6;4;10;country_sweden;exp_fighter
bf-109g-2;Bf 109 G-2/trop;140000SL;33000;36.36;3331;1.62;1.48;3;10;country_germany;exp_fighter
bf-109g-6;Bf 109 G-6;170000SL;46000;108.36;5866;1.96;1.6;4;11;country_germany;exp_fighter
bf-109g-6_finland;Bf 109 G-6 (Sweden);4880GE;63000;108.27;4177;4.61;1.72;4;11;country_sweden;exp_fighter
bf-109g-6_erla_finland;Bf 109 G-6 Erla (Sweden);180000SL;54000;144.36;7146;2.13;1.66;4;11;country_sweden;exp_fighter
bf-109k-4;Bf 109 K-4;240000SL;82000;288.36;10046;2.43;1.84;4;14;country_germany;exp_fighter
bf-110c-6;Bf 110 C-6;1000GE;11000;2.34;565;1.71;1.24;2;6;country_germany;exp_assault
bf-110c-4;Bf 110 C-7;22000SL;9200;1.77;809;0.68;1.18;2;5;country_germany;exp_assault
bf2c_1;BF2C-1;0SL;null;0.0;null;0.13;1.0;1;0;country_usa;exp_fighter
bi;BI;270000SL;95000;558.93;11774;2.83;1.9;5;17;country_ussr;exp_fighter
blenheim_mkiv;Blenheim Mk IV;2100SL;4000;0.42;402;0.45;1.0;1;1;country_britain;exp_bomber
p-38j_marge;Bong's P-38J-15;4880GE;63000;108.27;3964;4.66;1.72;4;10;country_usa;exp_fighter
boomerang_mki;Boomerang Mk I (Great Britain);1150GE;14000;44.37;4754;4.02;1.3;2;6;country_britain;exp_fighter
boomerang_mkii;Boomerang Mk II (Great Britain);1320GE;14000;30.87;3191;3.33;1.3;2;6;country_britain;exp_fighter
boston_mk_1;Boston Mk I (Great Britain);700GE;7900;27.65;3663;3.2;1.12;2;4;country_britain;exp_bomber
br_693_ab2;Br.693AB2;6300SL;5900;0.52;414;0.46;1.06;1;2;country_france;exp_assault
breda_88;Breda 88 (P.XI);6300SL;5900;0.52;414;0.46;1.06;1;2;country_italy;exp_assault
brigand_b1;Brigand B 1;200000SL;63000;180.36;8048;2.74;1.72;4;9;country_britain;exp_bomber
btd-1;BTD-1;1750GE;40000;33.41;2137;4.24;1.54;3;9;country_usa;exp_bomber
buccaneer_s1;Buccaneer S.1;500000SL;180000;432.36;11675;3.31;2.14;6;23;country_britain;exp_assault
buccaneer_s2;Buccaneer S.2;500000SL;180000;216.36;11971;3.14;2.14;6;25;country_britain;exp_assault
bv-138c-1;BV 138 C-1;2100SL;4000;0.42;429;0.43;1.0;1;2;country_germany;exp_bomber
bv-155b-1;BV 155 B-1;1450GE;26000;12.06;1313;2.97;1.42;3;8;country_germany;exp_fighter
bv-238;BV 238;1840GE;18000;7.35;1186;3.02;1.36;2;8;country_germany;exp_bomber
mc200_serie7_italy;C. 200 serie 7;22000SL;9200;2.12;1257;0.76;1.18;2;4;country_italy;exp_fighter
mc200_serie7;C. 200 serie 7 (Germany);6300SL;5900;0.55;683;0.43;1.06;1;4;country_germany;exp_fighter
mc200_serie3_italy;C. 200 serie 3;10000SL;7900;1.03;919;0.59;1.12;2;4;country_italy;exp_fighter
mc200_serie3;C. 200 serie 3 (Germany);6300SL;5900;0.55;683;0.43;1.06;1;4;country_germany;exp_fighter
mc-202_italy;C. 202;22000SL;9200;2.12;1314;0.75;1.18;2;6;country_italy;exp_fighter
mc-202;C. 202 (Germany);10000SL;7900;1.03;946;0.58;1.12;1;6;country_germany;exp_fighter
mc-202_d;C. 202D;700GE;7900;1.04;787;1.29;1.12;2;6;country_italy;exp_fighter
mc-202_ec;C. 202EC;55000SL;14000;7.75;2197;1.12;1.3;2;9;country_italy;exp_fighter
mc-205_serie1;C. 205 serie 1;77000SL;18000;13.35;2408;1.31;1.36;3;8;country_italy;exp_fighter
mc-205_serie3;C. 205 serie 3;110000SL;26000;26.6;3027;1.44;1.42;3;11;country_italy;exp_fighter
mc-205_n2;C. 205N2;170000SL;46000;108.36;5866;1.96;1.6;4;11;country_italy;exp_fighter
caudron_cr714;C.R.714;700SL;2900;0.36;201;0.22;1.0;1;1;country_france;exp_fighter
canberra_bimk6;Canberra B (I) Mk 6;370000SL;130000;598.13;15296;3.07;2.02;5;22;country_britain;exp_bomber
canberra_bmk2;Canberra B Mk 2;270000SL;95000;561.44;14595;2.88;1.9;5;22;country_britain;exp_bomber
pby-5a_raf;Catalina Mk IIIa (Great Britain);880GE;5900;2.34;1570;2.16;1.06;1;2;country_britain;exp_bomber
yak-9t_france;Challe's Yak-9T (France);1700GE;18000;16.26;2300;3.0;1.36;3;9;country_france;exp_fighter
f-86_cl_13_mk4_italy;CL-13 Mk.4;420000SL;150000;198.36;12196;3.8;2.08;5;23;country_italy;exp_fighter
f-86_canadair_german;CL-13A Mk 5 (Germany);500000SL;180000;630.37;12656;3.8;2.14;6;24;country_germany;exp_fighter
f-86_cl_13b_mk6;CL-13B Mk.6 (Germany);590000SL;220000;649.82;13673;3.8;2.2;6;25;country_germany;exp_fighter
corsair_fmk2;Corsair F Mk II (Great Britain);1150GE;14000;4.81;1034;2.37;1.3;2;5;country_britain;exp_fighter
cr_32;CR.32;0SL;null;0.0;null;0.13;1.0;1;0;country_italy;exp_fighter
cr_32_bis;CR.32 bis;400GE;4000;0.3;198;0.64;1.0;1;2;country_italy;exp_fighter
cr_32_quater;CR.32 quater;0SL;null;0.0;null;0.13;1.0;1;0;country_italy;exp_fighter
fiat_cr42_italy;CR.42;700SL;2900;0.36;201;0.22;1.0;1;1;country_italy;exp_fighter
fiat_cr42;CR.42 (Germany);700SL;2900;0.36;201;0.22;1.0;1;1;country_germany;exp_fighter
cw_21;CW-21;2100SL;4000;0.42;461;0.29;1.0;1;5;country_china;exp_fighter
d_371;D.371;0SL;null;0.0;null;0.13;1.0;1;0;country_france;exp_fighter
d_371_hs9;D.371 H.S.9;400GE;4000;0.3;195;0.68;1.0;1;1;country_france;exp_fighter
d_373;D.373;0SL;null;0.0;null;0.13;1.0;1;0;country_france;exp_fighter
d_500;D.500;0SL;null;0.0;null;0.13;1.0;1;0;country_france;exp_fighter
d_501;D.501;700SL;2900;0.36;201;0.22;1.0;1;1;country_france;exp_fighter
d_510c;D.510C;400GE;4000;0.3;195;0.68;1.0;1;1;country_china;exp_fighter
d_520_france;D.520;77000SL;18000;13.35;2320;1.37;1.36;3;6;country_france;exp_fighter
d_520;D.520 (Great Britain);1000GE;11000;15.71;2764;2.86;1.24;2;6;country_britain;exp_fighter
d_521;D.521 (Great Britain);38000SL;11000;4.2;1674;0.99;1.24;2;6;country_britain;exp_fighter
d3a1;D3A1;2100SL;4000;0.42;402;0.45;1.0;1;1;country_japan;exp_bomber
d4y1;D4Y1;22000SL;9200;2.86;1287;1.03;1.18;2;3;country_japan;exp_bomber
d4y2;D4Y2;38000SL;11000;5.54;1817;1.3;1.24;2;4;country_japan;exp_bomber
d4y3;D4Y3 Ko;55000SL;14000;9.96;2190;1.42;1.3;2;6;country_japan;exp_bomber
db_3a_china;DB-3A (China);22000SL;9200;2.86;1436;0.96;1.18;2;5;country_china;exp_bomber
db_3b;DB-3B;22000SL;9200;2.86;1436;0.96;1.18;2;5;country_ussr;exp_bomber
db_7;DB-7 (Great Britain);700GE;7900;41.15;4224;3.5;1.12;2;4;country_britain;exp_bomber
do_217e_4;Do 217 E-4;150000SL;40000;90.36;5091;2.25;1.54;3;11;country_germany;exp_bomber
do_217j_1;Do 217 J-1;6300SL;5900;0.68;668;0.44;1.06;1;3;country_germany;exp_fighter
do_217j_2;Do 217 J-2;10000SL;7900;1.03;919;0.59;1.12;1;4;country_germany;exp_fighter
do_217k_1;Do 217 K-1;170000SL;46000;126.36;6867;2.48;1.6;4;11;country_germany;exp_bomber
do_217m_1;Do 217 M-1;180000SL;54000;180.36;8376;2.7;1.66;4;11;country_germany;exp_bomber
do_217n_1;Do 217 N-1;55000SL;14000;7.75;1973;1.18;1.3;2;5;country_germany;exp_fighter
do_217n_2;Do 217 N-2;77000SL;18000;13.35;2246;1.37;1.36;2;5;country_germany;exp_fighter
do_335a_0;Do 335 A-0;210000SL;71000;162.36;6321;1.83;1.78;4;11;country_germany;exp_assault
do_335a_1;Do 335 A-1;200000SL;63000;144.36;5733;1.82;1.72;4;10;country_germany;exp_assault
do_335b_2;Do 335 B-2;4880GE;63000;81.27;2653;3.68;1.72;4;14;country_germany;exp_assault
do_17e_1;Do 17 E-1;700SL;2900;0.36;196;0.3;1.0;1;0;country_germany;exp_bomber
do_17z_2;Do 17 Z-2;2100SL;4000;0.42;429;0.43;1.0;1;2;country_germany;exp_bomber
do_17z_7;Do 17 Z-7;2100SL;4000;0.39;390;0.34;1.0;1;1;country_germany;exp_fighter
do_217e_2;Do 217 E-2;140000SL;33000;54.36;4018;2.03;1.48;3;11;country_germany;exp_bomber
la-7_dolgushin;Dolgushin's La-7;3850GE;46000;81.27;4282;4.36;1.6;4;11;country_ussr;exp_fighter
etndard_4m;Etendard IVM;590000SL;220000;234.36;11911;3.34;2.2;6;24;country_france;exp_assault
f_222_2;F.222.2;6300SL;5900;0.68;778;0.56;1.06;1;4;country_france;exp_bomber
fc_20_bis;F.C.20 Bis;10000SL;7900;0.9;564;0.6;1.12;2;3;country_italy;exp_assault
f1;F-1;740000SL;270000;667.23;13262;3.32;2.26;6;28;country_japan;exp_fighter
f-100a_china;F-100A (China);590000SL;220000;649.82;13673;3.8;2.2;6;25;country_china;exp_fighter
f-100d;F-100D;590000SL;220000;649.82;13673;3.8;2.2;6;25;country_usa;exp_fighter
f-100d_france;F-100D (France);740000SL;270000;667.82;13673;3.8;2.26;6;25;country_france;exp_fighter
f-104a;F-104A;500000SL;180000;632.21;13673;3.8;2.14;6;25;country_usa;exp_fighter
f-104a_china;F-104A (China);740000SL;270000;668.21;13673;3.8;2.26;6;25;country_china;exp_fighter
f-104c;F-104C;590000SL;220000;650.21;13673;3.8;2.2;6;25;country_usa;exp_fighter
f-104g_china;F-104G (China);930000SL;340000;270.36;12158;3.14;2.32;7;29;country_china;exp_fighter
f-104g;F-104G (Germany);930000SL;340000;270.36;12158;3.14;2.32;7;29;country_germany;exp_fighter
f-104g_italy;F-104G (Italy);590000SL;220000;234.36;11649;2.97;2.2;6;29;country_italy;exp_fighter
f-104j;F-104J;590000SL;220000;234.36;11649;2.97;2.2;6;29;country_japan;exp_fighter
f-104s;F-104S;930000SL;340000;270.36;11468;3.04;2.32;7;30;country_italy;exp_fighter
f-104s_cb;F-104S TAF (Italy);9270GE;340000;270.27;5812;6.08;2.32;7;30;country_italy;exp_fighter
f-104s_asa;F-104S.ASA;1060000SL;390000;450.36;11720;3.08;2.38;7;31;country_italy;exp_fighter
f-105d;F-105D;500000SL;180000;216.36;12018;2.87;2.14;6;27;country_usa;exp_assault
f11f_1_late;F11F-1;930000SL;340000;684.37;12656;3.8;2.32;6;24;country_usa;exp_fighter
f_14a_early;F-14A Early;1100000SL;410000;324.36;12362;3.16;2.5;8;32;country_usa;exp_fighter
f_14b;F-14B;1120000SL;420000;558.36;12779;3.19;2.56;8;33;country_usa;exp_fighter
f_16a_block_10;F-16A;1120000SL;420000;342.36;12779;3.19;2.56;8;33;country_usa;exp_fighter
f_16a_block_15_adf;F-16A ADF;1100000SL;410000;324.36;12684;3.16;2.5;8;33;country_usa;exp_fighter
f_16a_block_15_adf_italy;F-16A ADF (Italy);1100000SL;410000;324.36;12684;3.16;2.5;8;33;country_italy;exp_fighter
f_16a_block_20_mlu;F-16A MLU (China);1100000SL;410000;324.36;12684;3.16;2.5;8;33;country_china;exp_fighter
f_16aj;F-16AJ;1100000SL;410000;324.36;12684;3.16;2.5;8;33;country_japan;exp_fighter
f1m2;F1M2;700SL;2900;0.36;196;0.3;1.0;1;0;country_japan;exp_bomber
f2a-1;F2A-1;2100SL;4000;0.42;453;0.31;1.0;1;3;country_usa;exp_fighter
f2a-3;F2A-3;6300SL;5900;0.55;683;0.43;1.06;1;4;country_usa;exp_fighter
f2g-1;F2G-1;7480GE;82000;148.77;5213;4.92;1.84;4;15;country_usa;exp_fighter
f2h-2;F2H-2;270000SL;95000;558.51;12636;3.44;1.9;5;19;country_usa;exp_fighter
f3d_1;F3D-1;310000SL;110000;288.36;9481;2.68;1.96;5;18;country_usa;exp_assault
f3f-2;F3F-2;700SL;2900;0.36;201;0.22;1.0;1;1;country_usa;exp_fighter
f3h-2;F3H-2;590000SL;220000;649.82;13673;3.8;2.2;6;25;country_usa;exp_fighter
f-4c;F-4C Phantom II;740000SL;270000;669.39;14780;3.67;2.26;6;27;country_usa;exp_fighter
f4d_1;F4D-1;590000SL;220000;648.37;12656;3.8;2.2;6;24;country_usa;exp_fighter
f-4e;F-4E Phantom II;930000SL;340000;270.36;11468;3.04;2.32;7;30;country_usa;exp_fighter
f-4ej_adtw;F-4EJ ADTW;9270GE;340000;270.27;5812;6.08;2.32;7;30;country_japan;exp_fighter
f-4ej_kai;F-4EJ Kai Phantom II;1100000SL;410000;324.36;12362;3.16;2.5;8;32;country_japan;exp_fighter
f-4ej;F-4EJ Phantom II;930000SL;340000;270.36;11468;3.04;2.32;7;30;country_japan;exp_fighter
f-4f_late;F-4F (Germany);1060000SL;390000;288.36;12398;3.22;2.38;7;29;country_germany;exp_fighter
f-4f;F-4F Early (Germany);930000SL;340000;685.67;13566;3.42;2.32;7;28;country_germany;exp_fighter
f4f-3;F4F-3;10000SL;7900;1.03;919;0.59;1.12;2;4;country_usa;exp_fighter
f4f-4;F4F-4;22000SL;9200;2.12;1314;0.75;1.18;2;6;country_usa;exp_fighter
f-4j;F-4J Phantom II;1060000SL;390000;288.36;11720;3.08;2.38;7;31;country_usa;exp_fighter
f-4jk;F-4J(UK) Phantom II;9450GE;390000;283.77;5979;6.16;2.38;7;31;country_britain;exp_fighter
f-4s;F-4S Phantom II;9450GE;390000;283.77;5979;6.16;2.38;7;31;country_usa;exp_fighter
f4u-1a;F4U-1A;38000SL;11000;4.2;1630;0.99;1.24;2;5;country_usa;exp_fighter
f4u-1a_japan;F4U-1A (Japan);1150GE;14000;44.37;4618;3.96;1.3;2;6;country_japan;exp_fighter
f4u-1a_usmc;F4U-1A (USMC);55000SL;14000;7.75;2042;1.18;1.3;2;6;country_usa;exp_fighter
